sort,book,chapter,verse,source,target
197160974,1CO,7,14,"For the unbelieving husband is set apart because of his wife, and the unbelieving wife is set apart because of the brother. Otherwise your children would be unclean, but actually they are set apart.",Oseija atakuesiga nayezibua omwe sigo gua mukaziwe. Kandi numu kazi atakuesiga nayezibua omwesi go gwa mukaziwe. Kandi numu kazi gwa museijawe. Kichakuba chitali chityo abana bangu bakuba batasemeire chonka mbwenu mbera.
197160975,1CO,7,15,"But if the unbeliever departs, let him go. In such cases, the brother or sister is not bound to their vows. God has called us to live in peace.",Kandi atakuesiga kayenda kugenda agende . Aharwecho omusigazi onga mnyanya ebirahivo ebyo tibiku mukoma. Mungu akatueta tuikale nimilembe.
197160976,1CO,7,16,"For how do you know, woman, whether you will save your husband? Or how do you know, man, whether you will save your wife?","Iwemukazi, wakumanyota nka wakuvokola baro? Anga iwe mseija wakumanyata nka wakurokola mkaziwawe?"
197160977,1CO,7,17,"However, as the Lord has given each one his portion, let each one walk as God has called him. This is my rule in all the churches.","Buli muntu atule nka omukama okuya muheire. Kandi bulimuntu omukama okuya bhusile . Echi, nichonkuenda kichebembela omakanisa gona."
197160978,1CO,7,18,Was anyone circumcised when he was called to believe? He should not try to appear uncircumcised. Was anyone uncircumcised when he was called to faith? He should not be circumcised.,Aliho omuntu eyayesirue asiramuile? Aleke kuinduko nka atosiramuile. muile? Taseine kusiramurwa.
197160979,1CO,7,19,For it is neither circumcision nor uncircumcision that matters. What matters is obeying the commandments of God.,Kuba kusiramua nukutesiramurwa tariho ya katonda.
197160980,1CO,7,20,Each one should remain in the calling he was in when God called him to believe.,Bulimuntu yeikale omumueto oguyabei reyeine obuyayesirue mungu kumwe siga.
197160981,1CO,7,21,"Were you a slave when God called you? Do not be concerned about it. But if you can become free, take advantage of it.",Mungu obuyakwesile okaba oli omwiru? chitakusasa. Chonka kovabha noyendo kutesurwa omubwiru okole otyo.
197160982,1CO,7,22,"For someone who is called by the Lord as a slave is the Lord's freeman. In the same way, the one who was free when he was called to believe is Christ's slave.",Kuba eyayesirwe omumukama ali omwiru aba omuchungurwa wumukama. Noguo eyayesirue atali muivu naba omuiru wa Kristo.
197160983,1CO,7,23,"You have been bought with a price, so do not become slaves of men.",Mkagurwa iguzilingi. Mtahinduka beivubha abhantu.
197160984,1CO,7,24,"Brothers, in whatever situation he was in when he was called, let each one remain with God in that.","Barumuna bange, bulimuntu eikale omu meiso ga katonda okuyabeireali; obuyayerwe."
197160985,1CO,7,25,"Now concerning virgins, I have no commandment from the Lord. But I give my opinion as one who, by the Lord's mercy, is trustworthy.","Mbwenu bhalinya bhona abhatakatahaga mubyubuswere, tinyine chivagilo kuruga owumukama. Numbagambira nkanye okukuehulila. Omubhuganyizi buu. mukama ninyesigwa."
197160986,1CO,7,26,"Therefore, I think that because of the disaster that is coming, it is good for a man to remain as he is.","Nintekeleza ntyo orwensonga yukuitwa kubi, hakili omuseija ekale okuvali."
197160987,1CO,7,27,"Are you bound to a wife? Do not seek a divorce. If you are free of a wife, do not seek a wife.",Okomerweine numukazi? otaliga kukomororwa. Tokomereinwe namukazi? otahiga mkazi.
197160988,1CO,7,28,"But if you do marry, you have not sinned, and if a virgin marries, she has not sinned. But those who do will have many kinds of fleshly trouble, and I want to spare you from this.","Kolikutoha omubuswere nobha ota kufakara. Kandi numukazi kakuba atakahibwe. Kakutohibwa ta kutakala, kandi abali onubu swele. Kandi abantu nkabho bhalibona obusasi omurola bwabo nyawe ninyenda kubatalira."
197160989,1CO,7,29,"But this I say, brothers: The time is short. From now on, let those who have wives live as though they had none.",Barumuna bange nimbagambira echiakanya akasigeire nikagufu. Kwemahati abeine abakazi basusane nka abatabeine.
197160990,1CO,7,30,"Those who weep should act as though they were not weeping, and those who rejoice as though they were not rejoicing, and those who buy as though they did not possess anything,","Bona abakulila bekole nka abha beire batakulila, nabakusemererwa mkabatali kusemelerwa, reabakungura echitu chonachona, nkababeire bhateine kontu."
197160991,1CO,7,31,and those who use the world should not act as though they are using it to the full. For the world in its present form is coming to an end.,Nabhakukozesa enyensi esi babue mkabatakubhi kozesa chimo. Kubaebyensi eji nibhigoba enzinda yabyo.
197160992,1CO,7,32,"I would like you to be free from worries. The unmarried man is concerned about the things of the Lord, how to please him.",Ninyenda mukomorolwe omubikubeita kubi byona. Omuseija ateine mukazi mayetoho ebyumukama  engeli yukumusemeleza.
197160993,1CO,7,33,"But the married man is concerned about the things of the world, how to please his wife—",Chonka omuseija eyeine omukazi mayetaho ebyensi aseemeleze mkaziwe.
197160994,1CO,7,34,"he is divided. The unmarried woman or the virgin is concerned about the things of the Lord, how to be set apart in body and in spirit. But the married woman is concerned about the things of the world, how to please her husband.","Nayebaojanisa. Omukazi ateine mseija, anga omuisiki akwetaho ebyumukama abase kuera omu mubiri numuoyo. Chonka omukazi eyeine omuseija nayetaho ebhintu byensi, kusemele za museijawe."
197160995,1CO,7,35,"I say this for your own benefit, and not to put any constraint on you. I say this for what is right, so that you may be devoted to the Lord without any distraction.","Ningamba ebyo kubhabera. Tikubatamu mutego. Ningamba nlyo kuba nibuo bugororoki, mubase uezbwa omumukama ataliho chitango chona chona."
197160996,1CO,7,36,But if anyone thinks that he is not treating his virgin with respect—if she is beyond the age of marriage and it must be so—he should do what he wants. He is not sinning. They should marry.,Omuntu kakutekeleza oku atakukolela muisikiwe echimusanile ogwo kavaba asagire omunyeto gwubwisiki bwe kandi karaba aliho echetago akore nkukwakwenda Tichibi.
197160997,1CO,7,37,"But if he is standing firm in his heart, if he is not under pressure but can control his own will, and if he has decided in his own heart to do this, to keep his own a virgin, he will do well.","Chonka karaba aravire  mukazi kandi atariho kugimba, kandi kavabasa kwelinda atavesile mukazi avaba nakovage."
197160998,1CO,7,38,"So the one who marries his virgin does well, and the one who chooses not to marry will do even better.","Akwikiliza omwisikiwe kuswerwa naba nakorage, kandi stskuiliza muisikiwe kuswerwa naba nakorage muno."
197160999,1CO,7,39,"A woman is bound to her husband while he lives. But if her husband dies, she is free to marry anyone she wishes, but only in the Lord.",Omukazi akomirwe museijawe kakuba acharola. Chonka museijawe okakufa. Nakomororwa kuswerwa ondiso owakwenda  chonka omumukama.
197161000,1CO,7,40,Yet in my judgment she would be happier if she lives as she is. And I think that I also have the Spirit of God.,Omuburamuzi bwange araba yeine ebyera bhingi Karabha arabasa kuikara okuali. Okunkutekeleza nyawe nyine muongo ogulikwela.
197165057,1CO,8,1,"Now concerning food sacrificed to idols: We know that we all have knowledge. Knowledge puffs up, but love builds up.","Mbwenu, habhikwatriu ebhakulya abyausilwe nkusadaka Abhisusani! Nitumanya tutyo, itwe twena tuvine obhumanyi Nibhulete obewerata, chonka, engonzi nizombeka."
197165058,1CO,8,2,"If anyone thinks he knows something, that person does not yet know as he should know.","Kalabla, omuntu wenawena , Namanyakwo, echintu bhunanka, Omuntu ogwo, takamanyile, okuchimuse kumanya."
197165059,1CO,8,3,"But if anyone loves God, that person is known by him.","Chonka, kalabhaho, om, akenda, katondo omuntu ogwo Namanyiko nawe."
197165060,1CO,8,4,"Therefore, concerning the eating of food sacrificed to idols: We know that an idol in this world is nothing and that there is no God but one.","Chitwo abhikwataine ebhwakulya ebhahireiwe nkechike muro, achisusani. Nitumanya, achisusani, tichntu chona chona, omunsi eji. Kandi talio katonda sana ono  wenka."
197165061,1CO,8,5,"For even if there were so-called gods, either in heaven or on earth (just as there are many ""gods"" and many ""lords""),","Olukubha, alihobhangi  abhalikwetwa Mingo, Omniguvu anga, Omunsi, okuchili omungu, hawo, Nabhakama, nhangi!"
197165062,1CO,8,6,"yet for us there is only one God, the Father, from whom are all things and for whom we live, and one Lord Jesus Christ, through whom all things exist, and through whom we exist.","Sana owaitu aliho katonda omo weuka, alikwetwa, Tata, ebhintu bhono, bhirugili aliwenene, Naiture Nituikala, omwawenene. Nomukama homo Yesu Kristo, kula bhila haliweanene, ebhintu bhona, bhikabhaho. Naliwene itwe tuliho."""
197165063,1CO,8,7,"However, this knowledge is not in everyone. Instead, some previously practiced idol worship, and they eat this food as if it were something sacrificed to an idol. Their conscience is thereby defiled because it is weak.","Nalwecho Obhumanyi obhu, tibhuli alibhulimentu, olukubha habhandi, bhakakola, Nabhaliya abhuibada zibhisusani, hao kale. Kandi mpaka hati Nibhalya ebhya kulya hebhi, Nkokubhielezwe, esadaka, ze, bhlususani emyoyo yabho, ebhuilwe olukubha, Nibhajage."
197165064,1CO,8,8,"But food will not present us to God. We are not worse if we do not eat, nor better if we do eat it.","Chonka ebyokulya tibhikuji kutumanyisa alikatonda, thwetituli bhabhi Mmo, kitulabha, tutalite anga bharuugi kitulahya."
197165065,1CO,8,9,But take care that your freedom does not become a reason for someone who is weak in faith to stumble.,"Chonka, mbha maiso, obhuramuzi bhwanyu, bhutabha nsongo Yokuabhisa abhandi Amneesigo."
197165066,1CO,8,10,"For suppose that someone sees you, who have knowledge, eating a meal in an idol's temple. Is not his weak conscience emboldened to eat what is offered to idols?","Lebha, tekeleza, omutu, oknohakulebile, iwe eyane eberwa Nolya, abhwakulya, Ommsomero, lya msetani. Omwoyogwe Omuntu ogwo, tigulikyi kunanyika, kandi Nalyogwo Nameahye abhitu ebhigemnilwe echigemuro, na msefani?"
197165067,1CO,8,11,"So because of your understanding about the true nature of idols, the weaker one, the brother for whom Christ died, is destroyed.","Chituyo alwensonga, yobhumanyi bhawabke, namazima haigwa, ya masefani, mukumuna wawe omnojo, nasasibhwa."
197165068,1CO,8,12,"Thus, when you sin against your brothers and wound their weak consciences, you sin against Christ.","Chifyo kekukora, amefu alikaavuma bhawe, omojo omusiki noknsasa emyoyo yabho, abhali blajege, Nimukora obhufu omuli Kristo."
197165069,1CO,8,13,"Therefore, if food causes my brother to stumble, I will never eat meat again, so that I may not cause my brother to fall.","Kichilabha, echokulya, Nichochokusitaza, bhavumua bhawe Tindililya Nyama, Ohindi, Ntaija, kusitaza, bhatobhange bhakagwa."
197169153,1CO,9,1,Am I not free? Am I not an apostle? Have I not seen Jesus our Lord? Are you not my work in the Lord?,Nyawe tindi chimuli? Nyawe tindi nlumwa? Nyawe tinamubona Yesu mukama waitu? imwe timuli mbibho omunilimo yange mulikantonda?
197169154,1CO,9,2,"If I am not an apostle to others, at least I am to you. For you are the seal of my apostleship in the Lord.","Kindabha Nyawe Ntali ntumwa ahabandi, ndabhe, entumwa ahalimwe okuba imwe muli Echoleko omuntumwa ahali kalonda."
197169155,1CO,9,3,This is my defense to those who examine me:,Obu nibho bhwelokozi bhwange alibalinya abakunchunguza.
197169156,1CO,9,4,Do we not have the right to eat and drink?,Chonka tutwine  (haki) anga kokulya amo nokunywa?
197169157,1CO,9,5,"Do we not have the right to take along a wife who is a believer, as do the rest of the apostles, and the brothers of the Lord, and Cephas?","Chonka tutwine kaanya kutwala omukazi Eyeikilize nkokubhalikukola entumwa Ezindi, amo nobhuzale obhwa Kefa?"
197169158,1CO,9,6,Or do only I and Barnabas not have the right to not work at a trade?,"Anga ninyawe nyehka, ana Balinaba kuko omulimo ogu?"
197169159,1CO,9,7,Who serves as a soldier at his own expense? Who plants a vineyard and does not eat its fruit? Or who shepherds a flock and does not drink milk from it?,Noi Akukola emilimo nka Askari omumada gawenene? Noi Akuanama omumuzabibu akabha atalile zabibu? Anga Noi Akulisa ente alanywaile mate?
197169160,1CO,9,8,Do I say these things based on human authority? Does not the law also say this?,Chonka ningamba ebi omubuwezo bwoomuntu? Endagano nayo tekugamba ebi?
197169161,1CO,9,9,"For it is written in the law of Moses, ""Do not put a muzzle on an ox when it is threshing the grain."" Is it really the oxen that God cares about?","Orwokuba mbiandikile omundagano ya Musa, ""Otakoma nte munwa kelaba neyenda kulya epumba, ""Nikwo ngu Mungu Nayenda muno Ente?"
197169162,1CO,9,10,"Is he not speaking about us? It was written for us, because the one who plows should plow in hope, and the one who threshes should thresh in the hope of sharing in the harvest.","Anga takugamba Ebyo anwensonga yaitu? Biandikilwe arwensonga yaitu, wenen akulima emiaka nalima arwensonga Yokupata. Amo nakusalula nasalula ahakulindilila nokundane."
197169163,1CO,9,11,"If we sowed spiritual things among you, is it too much for us to reap physical things from you?",Kitulabhu tubyaile omulitwe omumyoyo aitu nchiguma muno kusalula omumibili yaitu kuluga owanyu?
197169164,1CO,9,12,"If others exercised this right from you, do we not have even more? But we did not claim this right. Instead we endured everything rather than be a hindrance to the gospel of Christ.","Kichilabe abaudi bakabhona ehaki eji kuluga owanyu. Aho itwe kusagaho? nabwo, tutusatonga ehaki Eji tukabona twekalize ebintu byona arwokukusamisibhwa echigambo cha Yesu Kristo."
