sort,book,chapter,verse,es-419,en
281047045,REV,7,5,"12,000 de la tribu de Judá fueron sellados, 12,000 de la tribu de Rubén, 12,000 de la tribu de Gad.","twelve thousand from the tribe of Judah were sealed, twelve thousand from the tribe of Reuben, twelve thousand from the tribe of Gad,"
281047046,REV,7,6,"12,000 de la tribu de Aser, 12,000 de la tribu de Neftalí, 12,000 de la tribu de Manasés.","twelve thousand from the tribe of Asher, twelve thousand from the tribe of Naphtali, twelve thousand from the tribe of Manasseh,"
281047047,REV,7,7,"12,000 de la tribu de Simeón, 12,000 de la tribu de Leví, 12,000 de la tribu de Isacar,","twelve thousand from the tribe of Simeon, twelve thousand from the tribe of Levi, twelve thousand from the tribe of Issachar,"
281047048,REV,7,8,"12,000 de la tribu de Zabulón, 12,000 de la tribu de José, y 12,000 de la tribu de Benjamín fueron sellados.","twelve thousand from the tribe of Zebulun, twelve thousand from the tribe of Joseph, and twelve thousand from the tribe of Benjamin were sealed."
281047049,REV,7,9,"Después de estas cosas yo miré, y ví una gran multitud que nadie podía contar, de toda nación, tribu, pueblo y lengua, parados delante del trono y delante del Cordero. Ellos estaban vistiendo ropas blancas y sosteniendo ramas de palma en sus manos,","After these things I looked, and there was a huge multitude that no one could count—from every nation, tribe, people, and language—standing before the throne and in front of the Lamb. They were wearing white robes and holding palm branches in their hands,"
281047050,REV,7,10,"y ellos estaban clamando a gran voz: ""¡La salvación le pertenece a nuestro Dios, quien está sentado en el trono, y al Cordero!""","and they were crying out with a loud voice: ""Salvation belongs to our God, who is seated on the throne, and to the Lamb!"""
281047051,REV,7,11,"Todos los ángeles estaban de pie alrededor del trono y alrededor de los ancianos y de los cuatro seres vivientes y cayeron sobre sus rostros delante del trono. Ellos adoraron a Dios,","All the angels were standing around the throne and around the elders and the four living creatures, and they fell on their faces before the throne. They worshiped God,"
281047052,REV,7,12,"diciendo: ""¡Amén! ¡Alabanza, gloria, sabiduría, gracias, honor, poder, y fortaleza sean a nuestro Dios por siempre y para siempre! ¡Amén!""","saying, ""Amen! Praise, glory, wisdom, thanksgiving, honor, power, and strength be to our God forever and ever! Amen!"""
281047053,REV,7,13,"Entonces uno de los ancianos me preguntó: ""¿Quiénes son éstos, vestidos con ropas blancas, y de dónde vinieron?","Then one of the elders asked me, ""Who are these, clothed with white robes, and where did they come from?"""
281047054,REV,7,14,"Yo le dije: ""Señor, tú lo sabes"" y él me dijo: ""Estos son los que han salido de la gran tribulación. Ellos han lavado sus ropas y las han hecho blancas en la sangre del Cordero.","I said to him, ""Sir, you know,"" and he said to me, ""These are the ones who have come out of the great tribulation. They have washed their robes and made them white in the blood of the Lamb."
281047055,REV,7,15,"Por esta razón, están delante del trono de Dios, y lo adoran día y noche en su templo. Aquel que está sentado en el trono extenderá su tienda sobre ellos.","For this reason, they are before the throne of God, and they worship him day and night in his temple. The one who is seated on the throne will spread his tent over them."
281047056,REV,7,16,"Ellos no tendrán hambre otra vez, ni tampoco tendrán sed otra vez. El sol no los fatigara, ni ningún calor.","They will not be hungry again, nor will they be thirsty again. The sun will not beat down on them, nor any burning heat."
281047057,REV,7,17,"Pues el Cordero en el medio del trono será su pastor, y Él los guiará a fuentes de agua viva, y Dios limpiará cada lágrima de sus ojos.""","For the Lamb at the center of the throne will shepherd them, and he will guide them to springs of living water, and God will wipe away every tear from their eyes."""
281051137,REV,8,1,"Cuando el Cordero abrió el séptimo sello, hubo un silencio en el cielo como por media hora.","When the Lamb opened the seventh seal, there was a silence in heaven for about half an hour."
281051138,REV,8,2,"Entonces ví a los siete ángeles que estaban parados delante de Dios, le fueron dadas siete trompetas.","Then I saw the seven angels who stand before God, and seven trumpets were given to them."
281051139,REV,8,3,"Otro ángel vino, sujetando un incensario de oro, parado en el altar. Se le dio mucho incienso, para que lo ofreciera con las oraciones de todos los santos de Dios en el altar de oro delante del trono.","Another angel came, holding a golden incense bowl, standing at the incense altar. Much incense was given to him so that he would offer it with the prayers of all God's holy people on the golden incense altar before the throne."
281051140,REV,8,4,"El humo del incienso, con las oraciones de los santos de Dios, subió delante de Dios de la mano del ángel.",The smoke of the incense—with the prayers of God's holy people—rose up before God from the angel's hand.
281051141,REV,8,5,"El ángel tomó el incensario de oro y lo llenó con fuego del altar. Entonces él lo lanzó hacia la tierra, y hubo truenos, estruendos, relámpagos y un terremoto.","The angel took the incense bowl and filled it with fire from the altar. Then he threw it down to the earth, and there were crashes of thunder, rumblings, flashes of lightning, and an earthquake."
281051142,REV,8,6,Los siete ángeles que tenían las siete trompetas se prepararon para tocarlas.,The seven angels who had the seven trumpets prepared to sound them.
281051143,REV,8,7,"El primer ángel sonó su trompeta, y hubo granizo y fuego mezclados con sangre. Y fueron arrojados a la tierra para que una tercera parte de ella fuera quemada, una tercera parte de los árboles fueron quemados y toda la hierba verde fue quemada.","The first angel sounded his trumpet, and there was hail and fire mixed with blood. It was thrown down onto the earth so that a third of it was burned up, a third of the trees were burned up, and all the green grass was burned up. "
281051144,REV,8,8,"El segundo ángel sonó su trompeta, y algo como una gran montaña ardiendo en fuego fue arrojada al mar. La tercera parte en el mar se convirtió en sangre,","The second angel sounded his trumpet, and something like a great mountain burning with fire was thrown into the sea. A third of the sea became blood,"
281051145,REV,8,9,"una tercera parte de las seres vivientes en el mar murieron, y una tercera parte de los barcos fueron destruidos.","a third of the living creatures in the sea died, and a third of the ships were destroyed."
281051146,REV,8,10,"El tercer ángel sonó su trompeta y una enorme estrella cayó del cielo, ardiendo como una antorcha, sobre la tercera parte de los ríos y los manantiales de agua.","The third angel sounded his trumpet, and a huge star fell from the sky, blazing like a torch, on a third of the rivers and springs of water."
281051147,REV,8,11,El nombre de la estrella era Ajenjo. La tercera parte de las aguas se tornaron en ajenjo y muchas personas murieron a causa de las aguas que se tornaron amargas.,"The name of the star is Wormwood. A third of the waters became wormwood, and many people died from the waters that became bitter."
281051148,REV,8,12,"El cuarto ángel sonó su trompeta, y la tercera parte del sol fue herido, así como la tercera parte de la luna, y una tercera parte de las estrellas. Así que la tercera parte de ellos se oscureció; una tercera parte del día y una tercera parte de la noche no tenía luz.","The fourth angel sounded his trumpet, and a third of the sun was struck, as well as a third of the moon and a third of the stars. So a third of them turned dark; a third of the day and a third of the night had no light."
281051149,REV,8,13,"Miré, y oí un águila que estaba volando en medio del cielo, llamando con una gran voz: ""Ay, ay, ay aquellos que viven en la tierra, a causa del toque de las trompetas que faltan, que están a punto de ser tocadas por los tres ángeles.""","I looked, and I heard an eagle that was flying overhead calling out with a loud voice, ""Woe, woe, woe, to those who live on the earth, because of the remaining trumpet blasts that are about to be sounded by the three angels."""
281055233,REV,9,1,"Entonces, el quinto ángel sonó su trompeta. Vi una estrella del cielo que había caído en la tierra. A la estrella le fue dada la llave del pozo que llevaba al abismo sin fin.",Then the fifth angel sounded his trumpet. I saw a star from heaven that had fallen to the earth. The star was given the key to the shaft of the bottomless pit.
281055234,REV,9,2,Él abrió el pozo del abismo sin fin y una columna de humo subió fuera del pozo como el humo de un gran horno. El sol y el aire se oscurecieron por el humo que salía del pozo.,"He opened the shaft of the bottomless pit, and smoke went up out of the shaft like smoke from a huge furnace. The sun and the air were turned dark by the smoke from the shaft."
